"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"645","63","63","63","158.134033203125","158.134033203125","158.134033203125","62","62","62","76.62010192871094","76.62010192871094","76.62010192871094","62","62","62","84.70299530029297","84.70299530029297","84.70299530029297","62","62","62","93.15941619873047","93.15941619873047","93.15941619873047","62","62","62","94.89840698242188","94.89840698242188","94.89840698242188","234.5","62","407","141.41182708740234","141.30230712890625","141.52134704589844","234.5","62","407","111.83015823364258","110.98365783691406","112.6766586303711"
"662","66","66","66","158.8321075439453","158.8321075439453","158.8321075439453","65","65","65","79.22907257080078","79.22907257080078","79.22907257080078","65","65","65","84.24685668945312","84.24685668945312","84.24685668945312","65","65","65","89.20943450927734","89.20943450927734","89.20943450927734","65","65","65","99.68697357177734","99.68697357177734","99.68697357177734","237.5","65","410","141.1726531982422","140.92578125","141.41952514648438","237.5","65","410","111.15775680541992","108.69022369384766","113.62528991699219"
"679","67","67","67","158.28533935546875","158.28533935546875","158.28533935546875","66","66","66","78.02061462402344","78.02061462402344","78.02061462402344","66","66","66","82.8628158569336","82.8628158569336","82.8628158569336","66","66","66","92.30211639404297","92.30211639404297","92.30211639404297","66","66","66","94.54364013671875","94.54364013671875","94.54364013671875","238.5","66","411","141.01770782470703","140.7548370361328","141.28057861328125","238.5","66","411","109.59557723999023","109.56012725830078","109.63102722167969"
"696","68","68","68","158.36917114257812","158.36917114257812","158.36917114257812","67","67","67","77.744140625","77.744140625","77.744140625","67","67","67","82.2632827758789","82.2632827758789","82.2632827758789","67","67","67","87.77931213378906","87.77931213378906","87.77931213378906","67","67","67","90.55602264404297","90.55602264404297","90.55602264404297","239.5","67","412","140.2624282836914","140.2092742919922","140.31558227539062","239.5","67","412","108.24036026000977","107.87711334228516","108.60360717773438"
"713","71","71","71","157.8847198486328","157.8847198486328","157.8847198486328","70","70","70","78.01116943359375","78.01116943359375","78.01116943359375","70","70","70","82.51882934570312","82.51882934570312","82.51882934570312","70","70","70","87.72473907470703","87.72473907470703","87.72473907470703","70","70","70","92.2317123413086","92.2317123413086","92.2317123413086","242.5","70","415","139.9234161376953","139.53579711914062","140.31103515625","242.5","70","415","107.95537185668945","106.82015991210938","109.09058380126953"
"730","72","72","72","157.8017578125","157.8017578125","157.8017578125","71","71","71","77.92938232421875","77.92938232421875","77.92938232421875","71","71","71","80.72439575195312","80.72439575195312","80.72439575195312","71","71","71","86.94452667236328","86.94452667236328","86.94452667236328","71","71","71","97.96038818359375","97.96038818359375","97.96038818359375","243.5","71","416","140.68605041503906","140.3849334716797","140.98716735839844","243.5","71","416","106.82958984375","106.80189514160156","106.85728454589844"
"747","73","73","73","158.26123046875","158.26123046875","158.26123046875","72","72","72","77.47598266601562","77.47598266601562","77.47598266601562","72","72","72","79.2606201171875","79.2606201171875","79.2606201171875","72","72","72","85.334228515625","85.334228515625","85.334228515625","72","72","72","92.21305847167969","92.21305847167969","92.21305847167969","244.5","72","417","139.5447769165039","139.01394653320312","140.0756072998047","244.5","72","417","105.95677185058594","104.70500183105469","107.20854187011719"
"764","76","76","76","158.40174865722656","158.40174865722656","158.40174865722656","75","75","75","80.14502716064453","80.14502716064453","80.14502716064453","75","75","75","80.23130798339844","80.23130798339844","80.23130798339844","75","75","75","89.8504867553711","89.8504867553711","89.8504867553711","75","75","75","92.33182525634766","92.33182525634766","92.33182525634766","247.5","75","420","140.29430389404297","140.06893920898438","140.51966857910156","247.5","75","420","106.16685485839844","104.52359771728516","107.81011199951172"
"781","77","77","77","157.84332275390625","157.84332275390625","157.84332275390625","76","76","76","76.86581420898438","76.86581420898438","76.86581420898438","76","76","76","83.03355407714844","83.03355407714844","83.03355407714844","76","76","76","92.24380493164062","92.24380493164062","92.24380493164062","76","76","76","89.42573547363281","89.42573547363281","89.42573547363281","248.5","76","421","140.72023010253906","139.5020751953125","141.93838500976562","248.5","76","421","105.58812713623047","105.4209213256836","105.75533294677734"
"798","78","78","78","158.4487762451172","158.4487762451172","158.4487762451172","77","77","77","76.64652252197266","76.64652252197266","76.64652252197266","77","77","77","79.94668579101562","79.94668579101562","79.94668579101562","77","77","77","88.10382843017578","88.10382843017578","88.10382843017578","77","77","77","89.61310577392578","89.61310577392578","89.61310577392578","249.5","77","422","139.9821014404297","139.88327026367188","140.0809326171875","249.5","77","422","103.82085800170898","103.23062896728516","104.41108703613281"
"815","81","81","81","158.1630859375","158.1630859375","158.1630859375","80","80","80","74.57318115234375","74.57318115234375","74.57318115234375","80","80","80","79.40866088867188","79.40866088867188","79.40866088867188","80","80","80","86.99724578857422","86.99724578857422","86.99724578857422","80","80","80","93.99038696289062","93.99038696289062","93.99038696289062","252.5","80","425","139.71732330322266","139.47219848632812","139.9624481201172","252.5","80","425","101.07649612426758","99.66582489013672","102.48716735839844"
"832","82","82","82","158.86880493164062","158.86880493164062","158.86880493164062","81","81","81","78.47813415527344","78.47813415527344","78.47813415527344","81","81","81","81.86945343017578","81.86945343017578","81.86945343017578","81","81","81","87.09562683105469","87.09562683105469","87.09562683105469","81","81","81","90.69281768798828","90.69281768798828","90.69281768798828","253.5","81","426","139.3472442626953","138.332275390625","140.36221313476562","253.5","81","426","101.61319351196289","101.22032928466797","102.00605773925781"
"849","87","87","87","157.81332397460938","157.81332397460938","157.81332397460938","86","86","86","78.36701965332031","78.36701965332031","78.36701965332031","86","86","86","79.09490203857422","79.09490203857422","79.09490203857422","86","86","86","88.25078582763672","88.25078582763672","88.25078582763672","86","86","86","94.3453369140625","94.3453369140625","94.3453369140625","258.5","86","431","138.73243713378906","138.38650512695312","139.078369140625","258.5","86","431","100.01078796386719","99.53349304199219","100.48808288574219"
"866","88","88","88","158.27967834472656","158.27967834472656","158.27967834472656","87","87","87","75.47709655761719","75.47709655761719","75.47709655761719","87","87","87","83.30457305908203","83.30457305908203","83.30457305908203","87","87","87","89.8613052368164","89.8613052368164","89.8613052368164","87","87","87","89.9817123413086","89.9817123413086","89.9817123413086","259.5","87","432","138.11868286132812","137.43698120117188","138.80038452148438","259.5","87","432","99.97018814086914","98.94275665283203","100.99761962890625"
"883","89","89","89","158.57435607910156","158.57435607910156","158.57435607910156","88","88","88","78.0328369140625","78.0328369140625","78.0328369140625","88","88","88","77.38717651367188","77.38717651367188","77.38717651367188","88","88","88","83.54798126220703","83.54798126220703","83.54798126220703","88","88","88","92.10214233398438","92.10214233398438","92.10214233398438","260.5","88","433","139.0335693359375","138.08456420898438","139.98257446289062","260.5","88","433","98.99447631835938","96.77305603027344","101.21589660644531"
"900","92","92","92","158.4025115966797","158.4025115966797","158.4025115966797","91","91","91","75.60131072998047","75.60131072998047","75.60131072998047","91","91","91","77.23785400390625","77.23785400390625","77.23785400390625","91","91","91","87.20496368408203","87.20496368408203","87.20496368408203","91","91","91","85.26448059082031","85.26448059082031","85.26448059082031","263.5","91","436","136.73583984375","136.2286376953125","137.2430419921875","263.5","91","436","101.9804916381836","101.82945251464844","102.13153076171875"
"917","94","94","94","158.46798706054688","158.46798706054688","158.46798706054688","92","92","92","78.36531829833984","78.36531829833984","78.36531829833984","92","92","92","78.64620208740234","78.64620208740234","78.64620208740234","92","92","92","83.47345733642578","83.47345733642578","83.47345733642578","92","92","92","90.12040710449219","90.12040710449219","90.12040710449219","264.5","92","437","137.73429107666016","137.5210723876953","137.947509765625","264.5","92","437","95.76105117797852","93.83088684082031","97.69121551513672"
"934","95","95","95","157.43917846679688","157.43917846679688","157.43917846679688","93","93","93","75.23279571533203","75.23279571533203","75.23279571533203","93","93","93","76.22906494140625","76.22906494140625","76.22906494140625","93","93","93","82.04924011230469","82.04924011230469","82.04924011230469","93","93","93","84.52104949951172","84.52104949951172","84.52104949951172","265.5","93","438","136.73878479003906","136.23280334472656","137.24476623535156","265.5","93","438","96.0101318359375","94.98646545410156","97.03379821777344"
"951","98","98","98","157.983154296875","157.983154296875","157.983154296875","96","96","96","75.90689849853516","75.90689849853516","75.90689849853516","96","96","96","76.51463317871094","76.51463317871094","76.51463317871094","96","96","96","83.81868743896484","83.81868743896484","83.81868743896484","96","96","96","84.67376708984375","84.67376708984375","84.67376708984375","268.5","96","441","137.13497161865234","136.47653198242188","137.7934112548828","268.5","96","441","97.18513870239258","93.92491912841797","100.44535827636719"
"968","99","99","99","157.53048706054688","157.53048706054688","157.53048706054688","97","97","97","71.98220825195312","71.98220825195312","71.98220825195312","97","97","97","77.17631530761719","77.17631530761719","77.17631530761719","97","97","97","85.16058349609375","85.16058349609375","85.16058349609375","97","97","97","86.78048706054688","86.78048706054688","86.78048706054688","269.5","97","442","136.9089126586914","136.0132598876953","137.8045654296875","269.5","97","442","95.87611770629883","95.78063201904297","95.97160339355469"
"985","101","101","101","158.25643920898438","158.25643920898438","158.25643920898438","98","98","98","72.61468505859375","72.61468505859375","72.61468505859375","98","98","98","75.09564971923828","75.09564971923828","75.09564971923828","98","98","98","82.13420867919922","82.13420867919922","82.13420867919922","98","98","98","87.0667953491211","87.0667953491211","87.0667953491211","270.5","98","443","136.98949432373047","136.1548309326172","137.82415771484375","270.5","98","443","95.42682266235352","94.38751220703125","96.46613311767578"
"1002","104","104","104","157.9599151611328","157.9599151611328","157.9599151611328","101","101","101","68.41580200195312","68.41580200195312","68.41580200195312","101","101","101","75.4306640625","75.4306640625","75.4306640625","101","101","101","79.4828872680664","79.4828872680664","79.4828872680664","101","101","101","82.50748443603516","82.50748443603516","82.50748443603516","273.5","101","446","137.093994140625","136.23556518554688","137.95242309570312","273.5","101","446","95.29171752929688","94.61737060546875","95.966064453125"
"1019","105","105","105","157.64427185058594","157.64427185058594","157.64427185058594","102","102","102","75.5935287475586","75.5935287475586","75.5935287475586","102","102","102","77.31565856933594","77.31565856933594","77.31565856933594","102","102","102","82.76251983642578","82.76251983642578","82.76251983642578","102","102","102","83.2787094116211","83.2787094116211","83.2787094116211","274.5","102","447","137.04608917236328","136.50900268554688","137.5831756591797","274.5","102","447","95.93191146850586","93.55529022216797","98.30853271484375"
"1036","107","107","107","157.58432006835938","157.58432006835938","157.58432006835938","103","103","103","73.10614776611328","73.10614776611328","73.10614776611328","103","103","103","76.80620574951172","76.80620574951172","76.80620574951172","103","103","103","80.22748565673828","80.22748565673828","80.22748565673828","103","103","103","84.3536148071289","84.3536148071289","84.3536148071289","275.5","103","448","135.0064468383789","133.9064178466797","136.10647583007812","275.5","103","448","93.4461669921875","93.27436828613281","93.61796569824219"
"1053","110","110","110","157.29818725585938","157.29818725585938","157.29818725585938","106","106","106","71.81105041503906","71.81105041503906","71.81105041503906","106","106","106","77.17113494873047","77.17113494873047","77.17113494873047","106","106","106","79.29895782470703","79.29895782470703","79.29895782470703","106","106","106","80.99097442626953","80.99097442626953","80.99097442626953","278.5","106","451","134.03685760498047","132.1179962158203","135.95571899414062","278.5","106","451","95.78487014770508","95.05362701416016","96.51611328125"
"1070","111","111","111","158.00457763671875","158.00457763671875","158.00457763671875","107","107","107","71.49901580810547","71.49901580810547","71.49901580810547","107","107","107","74.25204467773438","74.25204467773438","74.25204467773438","107","107","107","79.75981903076172","79.75981903076172","79.75981903076172","107","107","107","84.39251708984375","84.39251708984375","84.39251708984375","279.5","107","452","134.89696502685547","133.84320068359375","135.9507293701172","279.5","107","452","93.91183471679688","93.77381896972656","94.04985046386719"
"1087","112","112","112","157.8760528564453","157.8760528564453","157.8760528564453","108","108","108","74.64604187011719","74.64604187011719","74.64604187011719","108","108","108","73.50337982177734","73.50337982177734","73.50337982177734","108","108","108","80.67276763916016","80.67276763916016","80.67276763916016","108","108","108","84.05354309082031","84.05354309082031","84.05354309082031","280.5","108","453","134.35469818115234","133.8890380859375","134.8203582763672","280.5","108","453","92.68224716186523","90.21472930908203","95.14976501464844"
"1104","115","115","115","158.22384643554688","158.22384643554688","158.22384643554688","111","111","111","73.65287017822266","73.65287017822266","73.65287017822266","111","111","111","73.04630279541016","73.04630279541016","73.04630279541016","111","111","111","74.80131530761719","74.80131530761719","74.80131530761719","111","111","111","81.1096420288086","81.1096420288086","81.1096420288086","283.5","111","456","133.17515563964844","131.01983642578125","135.33047485351562","283.5","111","456","92.50072479248047","92.15076446533203","92.8506851196289"
"1121","117","117","117","157.6932830810547","157.6932830810547","157.6932830810547","112","112","112","72.41985321044922","72.41985321044922","72.41985321044922","112","112","112","75.32262420654297","75.32262420654297","75.32262420654297","112","112","112","79.93385314941406","79.93385314941406","79.93385314941406","112","112","112","80.45081329345703","80.45081329345703","80.45081329345703","284.5","112","457","134.37760162353516","132.4499969482422","136.30520629882812","284.5","112","457","91.53693389892578","89.58126831054688","93.49259948730469"
"1138","118","118","118","157.52426147460938","157.52426147460938","157.52426147460938","113","113","113","68.10332489013672","68.10332489013672","68.10332489013672","113","113","113","75.42312622070312","75.42312622070312","75.42312622070312","113","113","113","80.54933166503906","80.54933166503906","80.54933166503906","113","113","113","82.42188262939453","82.42188262939453","82.42188262939453","285.5","113","458","131.49729919433594","130.30821228027344","132.68638610839844","285.5","113","458","88.41603469848633","85.89912414550781","90.93294525146484"
"1155","121","121","121","157.57073974609375","157.57073974609375","157.57073974609375","116","116","116","70.77120208740234","70.77120208740234","70.77120208740234","116","116","116","71.6319580078125","71.6319580078125","71.6319580078125","116","116","116","82.63316345214844","82.63316345214844","82.63316345214844","116","116","116","81.5870590209961","81.5870590209961","81.5870590209961","288.5","116","461","132.49018096923828","129.08616638183594","135.89419555664062","288.5","116","461","91.59785079956055","88.91443634033203","94.28126525878906"
"1172","122","122","122","157.71632385253906","157.71632385253906","157.71632385253906","117","117","117","74.98859405517578","74.98859405517578","74.98859405517578","117","117","117","72.24082946777344","72.24082946777344","72.24082946777344","117","117","117","76.6868896484375","76.6868896484375","76.6868896484375","117","117","117","83.95631408691406","83.95631408691406","83.95631408691406","289.5","117","462","133.02576446533203","129.38121032714844","136.67031860351562","289.5","117","462","93.41182327270508","91.95711517333984","94.86653137207031"
"1189","123","123","123","157.81285095214844","157.81285095214844","157.81285095214844","118","118","118","70.37117767333984","70.37117767333984","70.37117767333984","118","118","118","71.98550415039062","71.98550415039062","71.98550415039062","118","118","118","79.8875961303711","79.8875961303711","79.8875961303711","118","118","118","79.034423828125","79.034423828125","79.034423828125","290.5","118","463","132.6841049194336","129.02699279785156","136.34121704101562","290.5","118","463","90.63493347167969","89.2096176147461","92.06024932861328"
"1206","126","126","126","158.17369079589844","158.17369079589844","158.17369079589844","121","121","121","68.71935272216797","68.71935272216797","68.71935272216797","121","121","121","70.39183807373047","70.39183807373047","70.39183807373047","121","121","121","73.61180877685547","73.61180877685547","73.61180877685547","121","121","121","77.07588195800781","77.07588195800781","77.07588195800781","293.5","121","466","129.48537826538086","124.7423324584961","134.22842407226562","293.5","121","466","90.5139274597168","87.74687194824219","93.2809829711914"
"1223","127","127","127","158.33224487304688","158.33224487304688","158.33224487304688","122","122","122","71.27107238769531","71.27107238769531","71.27107238769531","122","122","122","72.73273468017578","72.73273468017578","72.73273468017578","122","122","122","78.18327331542969","78.18327331542969","78.18327331542969","122","122","122","75.88671875","75.88671875","75.88671875","294.5","122","467","129.38881301879883","126.98615264892578","131.79147338867188","294.5","122","467","89.06432723999023","88.43577575683594","89.69287872314453"
"1240","128","128","128","157.66624450683594","157.66624450683594","157.66624450683594","123","123","123","69.91613006591797","69.91613006591797","69.91613006591797","123","123","123","71.56085968017578","71.56085968017578","71.56085968017578","123","123","123","76.24772644042969","76.24772644042969","76.24772644042969","123","123","123","80.94233703613281","80.94233703613281","80.94233703613281","295.5","123","468","128.44773864746094","123.65568542480469","133.2397918701172","295.5","123","468","90.71666717529297","89.01130676269531","92.42202758789062"
"1257","131","131","131","157.99105834960938","157.99105834960938","157.99105834960938","126","126","126","71.53821563720703","71.53821563720703","71.53821563720703","126","126","126","76.83328247070312","76.83328247070312","76.83328247070312","126","126","126","75.8555679321289","75.8555679321289","75.8555679321289","126","126","126","81.40332794189453","81.40332794189453","81.40332794189453","298.5","126","471","131.0779685974121","127.1645278930664","134.9914093017578","298.5","126","471","88.21615982055664","86.90059661865234","89.53172302246094"
"1274","132","132","132","158.10903930664062","158.10903930664062","158.10903930664062","127","127","127","64.75760650634766","64.75760650634766","64.75760650634766","127","127","127","73.22351837158203","73.22351837158203","73.22351837158203","127","127","127","76.85432434082031","76.85432434082031","76.85432434082031","127","127","127","78.35397338867188","78.35397338867188","78.35397338867188","299.5","127","472","128.4422836303711","123.23614501953125","133.64842224121094","299.5","127","472","82.23079681396484","81.8214111328125","82.64018249511719"
"1291","133","133","133","157.67921447753906","157.67921447753906","157.67921447753906","128","128","128","65.70694732666016","65.70694732666016","65.70694732666016","128","128","128","68.73493957519531","68.73493957519531","68.73493957519531","128","128","128","79.00138854980469","79.00138854980469","79.00138854980469","128","128","128","82.3802490234375","82.3802490234375","82.3802490234375","300.5","128","473","129.15241241455078","124.77792358398438","133.5269012451172","300.5","128","473","85.76370239257812","85.25733184814453","86.27007293701172"
"1308","136","136","136","156.816162109375","156.816162109375","156.816162109375","131","131","131","65.95803833007812","65.95803833007812","65.95803833007812","131","131","131","70.2271957397461","70.2271957397461","70.2271957397461","131","131","131","71.70347595214844","71.70347595214844","71.70347595214844","131","131","131","79.7362060546875","79.7362060546875","79.7362060546875","303.5","131","476","127.03827667236328","124.36904907226562","129.70750427246094","303.5","131","476","85.55635452270508","84.65423583984375","86.4584732055664"
"1325","137","137","137","156.6672821044922","156.6672821044922","156.6672821044922","132","132","132","68.07640838623047","68.07640838623047","68.07640838623047","132","132","132","68.25363159179688","68.25363159179688","68.25363159179688","132","132","132","74.8384780883789","74.8384780883789","74.8384780883789","132","132","132","76.506591796875","76.506591796875","76.506591796875","304.5","132","477","126.36763763427734","121.63304138183594","131.10223388671875","304.5","132","477","85.62335586547852","83.5003890991211","87.74632263183594"
