"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"3433","351","351","351","105.2226791381836","105.2226791381836","105.2226791381836","346","346","346","50.94227981567383","50.94227981567383","50.94227981567383","346","346","346","52.90574645996094","52.90574645996094","52.90574645996094","346","346","346","55.8934440612793","55.8934440612793","55.8934440612793","346","346","346","56.82457733154297","56.82457733154297","56.82457733154297","691","691","691","73.59495544433594","73.59495544433594","73.59495544433594","691","691","691","56.50396728515625","56.50396728515625","56.50396728515625"
"3450","354","354","354","100.4866714477539","100.4866714477539","100.4866714477539","349","349","349","52.13673400878906","52.13673400878906","52.13673400878906","349","349","349","55.31315231323242","55.31315231323242","55.31315231323242","349","349","349","55.29901885986328","55.29901885986328","55.29901885986328","349","349","349","60.25958251953125","60.25958251953125","60.25958251953125","694","694","694","74.01490783691406","74.01490783691406","74.01490783691406","694","694","694","57.551361083984375","57.551361083984375","57.551361083984375"
"3467","355","355","355","102.33211517333984","102.33211517333984","102.33211517333984","350","350","350","53.097591400146484","53.097591400146484","53.097591400146484","350","350","350","53.050270080566406","53.050270080566406","53.050270080566406","350","350","350","56.167137145996094","56.167137145996094","56.167137145996094","350","350","350","56.20291519165039","56.20291519165039","56.20291519165039","695","695","695","73.03855895996094","73.03855895996094","73.03855895996094","695","695","695","60.138065338134766","60.138065338134766","60.138065338134766"
"3484","356","356","356","101.36996459960938","101.36996459960938","101.36996459960938","351","351","351","53.07633972167969","53.07633972167969","53.07633972167969","351","351","351","53.419517517089844","53.419517517089844","53.419517517089844","351","351","351","57.853878021240234","57.853878021240234","57.853878021240234","351","351","351","58.3074836730957","58.3074836730957","58.3074836730957","696","696","696","74.6296615600586","74.6296615600586","74.6296615600586","696","696","696","61.773860931396484","61.773860931396484","61.773860931396484"
"3501","359","359","359","104.1736831665039","104.1736831665039","104.1736831665039","354","354","354","52.1562614440918","52.1562614440918","52.1562614440918","354","354","354","54.14598083496094","54.14598083496094","54.14598083496094","354","354","354","59.699806213378906","59.699806213378906","59.699806213378906","354","354","354","56.276859283447266","56.276859283447266","56.276859283447266","699","699","699","71.59809112548828","71.59809112548828","71.59809112548828","699","699","699","63.214385986328125","63.214385986328125","63.214385986328125"
"3518","360","360","360","101.37474060058594","101.37474060058594","101.37474060058594","355","355","355","52.863685607910156","52.863685607910156","52.863685607910156","355","355","355","51.66202926635742","51.66202926635742","51.66202926635742","355","355","355","61.960533142089844","61.960533142089844","61.960533142089844","355","355","355","57.53559494018555","57.53559494018555","57.53559494018555","700","700","700","74.7224349975586","74.7224349975586","74.7224349975586","700","700","700","60.11200714111328","60.11200714111328","60.11200714111328"
"3535","361","361","361","97.23896026611328","97.23896026611328","97.23896026611328","356","356","356","51.34083557128906","51.34083557128906","51.34083557128906","356","356","356","58.10976791381836","58.10976791381836","58.10976791381836","356","356","356","56.725181579589844","56.725181579589844","56.725181579589844","356","356","356","58.07536697387695","58.07536697387695","58.07536697387695","701","701","701","76.01885223388672","76.01885223388672","76.01885223388672","701","701","701","60.16294860839844","60.16294860839844","60.16294860839844"
"3552","364","364","364","95.724609375","95.724609375","95.724609375","359","359","359","52.40070343017578","52.40070343017578","52.40070343017578","359","359","359","52.04441452026367","52.04441452026367","52.04441452026367","359","359","359","53.74456024169922","53.74456024169922","53.74456024169922","359","359","359","57.40717697143555","57.40717697143555","57.40717697143555","704","704","704","69.3590316772461","69.3590316772461","69.3590316772461","704","704","704","60.550628662109375","60.550628662109375","60.550628662109375"
"3569","365","365","365","101.5905532836914","101.5905532836914","101.5905532836914","360","360","360","54.667842864990234","54.667842864990234","54.667842864990234","360","360","360","51.57001876831055","51.57001876831055","51.57001876831055","360","360","360","53.55624771118164","53.55624771118164","53.55624771118164","360","360","360","57.70998001098633","57.70998001098633","57.70998001098633","705","705","705","72.07475280761719","72.07475280761719","72.07475280761719","705","705","705","59.006103515625","59.006103515625","59.006103515625"
"3586","366","366","366","108.43830871582031","108.43830871582031","108.43830871582031","361","361","361","54.291866302490234","54.291866302490234","54.291866302490234","361","361","361","54.69905471801758","54.69905471801758","54.69905471801758","361","361","361","54.622623443603516","54.622623443603516","54.622623443603516","361","361","361","59.47050476074219","59.47050476074219","59.47050476074219","706","706","706","68.35225677490234","68.35225677490234","68.35225677490234","706","706","706","57.83058166503906","57.83058166503906","57.83058166503906"
"3603","369","369","369","100.5633773803711","100.5633773803711","100.5633773803711","364","364","364","53.66049575805664","53.66049575805664","53.66049575805664","364","364","364","58.8519172668457","58.8519172668457","58.8519172668457","364","364","364","55.62851333618164","55.62851333618164","55.62851333618164","364","364","364","57.158416748046875","57.158416748046875","57.158416748046875","709","709","709","69.1999740600586","69.1999740600586","69.1999740600586","709","709","709","57.00864028930664","57.00864028930664","57.00864028930664"
"3620","370","370","370","99.60684967041016","99.60684967041016","99.60684967041016","365","365","365","52.382266998291016","52.382266998291016","52.382266998291016","365","365","365","52.54966354370117","52.54966354370117","52.54966354370117","365","365","365","57.11268615722656","57.11268615722656","57.11268615722656","365","365","365","56.56991195678711","56.56991195678711","56.56991195678711","710","710","710","73.32201385498047","73.32201385498047","73.32201385498047","710","710","710","61.327537536621094","61.327537536621094","61.327537536621094"
"3637","371","371","371","94.92095947265625","94.92095947265625","94.92095947265625","366","366","366","52.64789581298828","52.64789581298828","52.64789581298828","366","366","366","55.44126510620117","55.44126510620117","55.44126510620117","366","366","366","52.29310607910156","52.29310607910156","52.29310607910156","366","366","366","56.38189697265625","56.38189697265625","56.38189697265625","711","711","711","74.66619873046875","74.66619873046875","74.66619873046875","711","711","711","58.481727600097656","58.481727600097656","58.481727600097656"
"3654","374","374","374","98.64033508300781","98.64033508300781","98.64033508300781","369","369","369","53.47792434692383","53.47792434692383","53.47792434692383","369","369","369","54.70612716674805","54.70612716674805","54.70612716674805","369","369","369","56.20323181152344","56.20323181152344","56.20323181152344","369","369","369","58.30353927612305","58.30353927612305","58.30353927612305","714","714","714","71.77434539794922","71.77434539794922","71.77434539794922","714","714","714","57.411293029785156","57.411293029785156","57.411293029785156"
"3671","375","375","375","95.72229766845703","95.72229766845703","95.72229766845703","370","370","370","56.16042709350586","56.16042709350586","56.16042709350586","370","370","370","56.18944549560547","56.18944549560547","56.18944549560547","370","370","370","57.183570861816406","57.183570861816406","57.183570861816406","370","370","370","58.231929779052734","58.231929779052734","58.231929779052734","715","715","715","68.0238037109375","68.0238037109375","68.0238037109375","715","715","715","56.78396224975586","56.78396224975586","56.78396224975586"
"3688","376","376","376","96.77197265625","96.77197265625","96.77197265625","371","371","371","53.03132629394531","53.03132629394531","53.03132629394531","371","371","371","54.00212860107422","54.00212860107422","54.00212860107422","371","371","371","57.455623626708984","57.455623626708984","57.455623626708984","371","371","371","57.48213195800781","57.48213195800781","57.48213195800781","716","716","716","70.91146087646484","70.91146087646484","70.91146087646484","716","716","716","56.03785705566406","56.03785705566406","56.03785705566406"
"3705","379","379","379","98.82921600341797","98.82921600341797","98.82921600341797","374","374","374","57.57377624511719","57.57377624511719","57.57377624511719","374","374","374","50.18206024169922","50.18206024169922","50.18206024169922","374","374","374","50.33610153198242","50.33610153198242","50.33610153198242","374","374","374","57.18452072143555","57.18452072143555","57.18452072143555","719","719","719","69.4461898803711","69.4461898803711","69.4461898803711","719","719","719","56.37700271606445","56.37700271606445","56.37700271606445"
"3722","380","380","380","99.18406677246094","99.18406677246094","99.18406677246094","375","375","375","53.64793395996094","53.64793395996094","53.64793395996094","375","375","375","54.27283477783203","54.27283477783203","54.27283477783203","375","375","375","54.702213287353516","54.702213287353516","54.702213287353516","375","375","375","54.2425422668457","54.2425422668457","54.2425422668457","720","720","720","67.72064208984375","67.72064208984375","67.72064208984375","720","720","720","60.43746566772461","60.43746566772461","60.43746566772461"
"3739","381","381","381","96.86326599121094","96.86326599121094","96.86326599121094","376","376","376","51.72111129760742","51.72111129760742","51.72111129760742","376","376","376","50.48105239868164","50.48105239868164","50.48105239868164","376","376","376","56.35163879394531","56.35163879394531","56.35163879394531","376","376","376","54.43851089477539","54.43851089477539","54.43851089477539","721","721","721","65.40530395507812","65.40530395507812","65.40530395507812","721","721","721","57.22392272949219","57.22392272949219","57.22392272949219"
"3756","384","384","384","102.8709487915039","102.8709487915039","102.8709487915039","379","379","379","51.70400619506836","51.70400619506836","51.70400619506836","379","379","379","53.985862731933594","53.985862731933594","53.985862731933594","379","379","379","54.98548889160156","54.98548889160156","54.98548889160156","379","379","379","58.63813781738281","58.63813781738281","58.63813781738281","724","724","724","66.44296264648438","66.44296264648438","66.44296264648438","724","724","724","59.08807373046875","59.08807373046875","59.08807373046875"
"3773","385","385","385","99.3135986328125","99.3135986328125","99.3135986328125","380","380","380","51.740928649902344","51.740928649902344","51.740928649902344","380","380","380","56.801918029785156","56.801918029785156","56.801918029785156","380","380","380","55.754478454589844","55.754478454589844","55.754478454589844","380","380","380","59.74773406982422","59.74773406982422","59.74773406982422","725","725","725","66.98373413085938","66.98373413085938","66.98373413085938","725","725","725","59.18439865112305","59.18439865112305","59.18439865112305"
"3790","386","386","386","101.61318969726562","101.61318969726562","101.61318969726562","381","381","381","50.6556282043457","50.6556282043457","50.6556282043457","381","381","381","52.034725189208984","52.034725189208984","52.034725189208984","381","381","381","52.19023895263672","52.19023895263672","52.19023895263672","381","381","381","55.18147659301758","55.18147659301758","55.18147659301758","726","726","726","65.18888854980469","65.18888854980469","65.18888854980469","726","726","726","60.383750915527344","60.383750915527344","60.383750915527344"
"3807","389","389","389","103.38082122802734","103.38082122802734","103.38082122802734","384","384","384","54.93500518798828","54.93500518798828","54.93500518798828","384","384","384","54.13978958129883","54.13978958129883","54.13978958129883","384","384","384","52.38922882080078","52.38922882080078","52.38922882080078","384","384","384","52.80669403076172","52.80669403076172","52.80669403076172","729","729","729","72.9741439819336","72.9741439819336","72.9741439819336","729","729","729","58.220455169677734","58.220455169677734","58.220455169677734"
"3824","390","390","390","96.91773223876953","96.91773223876953","96.91773223876953","385","385","385","52.498844146728516","52.498844146728516","52.498844146728516","385","385","385","55.163185119628906","55.163185119628906","55.163185119628906","385","385","385","53.74488830566406","53.74488830566406","53.74488830566406","385","385","385","56.763587951660156","56.763587951660156","56.763587951660156","730","730","730","74.39501953125","74.39501953125","74.39501953125","730","730","730","55.371246337890625","55.371246337890625","55.371246337890625"
"3841","391","391","391","100.81771850585938","100.81771850585938","100.81771850585938","386","386","386","54.3250732421875","54.3250732421875","54.3250732421875","386","386","386","52.37165451049805","52.37165451049805","52.37165451049805","386","386","386","54.39927291870117","54.39927291870117","54.39927291870117","386","386","386","54.628047943115234","54.628047943115234","54.628047943115234","731","731","731","71.74578094482422","71.74578094482422","71.74578094482422","731","731","731","58.71249008178711","58.71249008178711","58.71249008178711"
"3858","394","394","394","94.4278793334961","94.4278793334961","94.4278793334961","389","389","389","53.39459228515625","53.39459228515625","53.39459228515625","389","389","389","51.01751708984375","51.01751708984375","51.01751708984375","389","389","389","53.548160552978516","53.548160552978516","53.548160552978516","389","389","389","54.40909957885742","54.40909957885742","54.40909957885742","734","734","734","68.39444732666016","68.39444732666016","68.39444732666016","734","734","734","58.31563949584961","58.31563949584961","58.31563949584961"
"3875","395","395","395","97.38371276855469","97.38371276855469","97.38371276855469","390","390","390","50.949607849121094","50.949607849121094","50.949607849121094","390","390","390","51.87986373901367","51.87986373901367","51.87986373901367","390","390","390","54.787071228027344","54.787071228027344","54.787071228027344","390","390","390","56.21540069580078","56.21540069580078","56.21540069580078","735","735","735","73.27043914794922","73.27043914794922","73.27043914794922","735","735","735","53.34867477416992","53.34867477416992","53.34867477416992"
"3892","396","396","396","91.71353149414062","91.71353149414062","91.71353149414062","391","391","391","53.486419677734375","53.486419677734375","53.486419677734375","391","391","391","54.557281494140625","54.557281494140625","54.557281494140625","391","391","391","54.1556396484375","54.1556396484375","54.1556396484375","391","391","391","51.14558410644531","51.14558410644531","51.14558410644531","736","736","736","71.57577514648438","71.57577514648438","71.57577514648438","736","736","736","57.738182067871094","57.738182067871094","57.738182067871094"
"3909","399","399","399","94.36476135253906","94.36476135253906","94.36476135253906","394","394","394","50.978179931640625","50.978179931640625","50.978179931640625","394","394","394","54.1739501953125","54.1739501953125","54.1739501953125","394","394","394","53.34735107421875","53.34735107421875","53.34735107421875","394","394","394","58.00446701049805","58.00446701049805","58.00446701049805","739","739","739","67.40154266357422","67.40154266357422","67.40154266357422","739","739","739","57.780731201171875","57.780731201171875","57.780731201171875"
"3926","400","400","400","96.37840270996094","96.37840270996094","96.37840270996094","395","395","395","50.320068359375","50.320068359375","50.320068359375","395","395","395","53.750877380371094","53.750877380371094","53.750877380371094","395","395","395","55.961265563964844","55.961265563964844","55.961265563964844","395","395","395","56.007041931152344","56.007041931152344","56.007041931152344","740","740","740","66.37164306640625","66.37164306640625","66.37164306640625","740","740","740","52.940650939941406","52.940650939941406","52.940650939941406"
"3943","401","401","401","95.60746002197266","95.60746002197266","95.60746002197266","396","396","396","50.828556060791016","50.828556060791016","50.828556060791016","396","396","396","55.97158432006836","55.97158432006836","55.97158432006836","396","396","396","50.81157302856445","50.81157302856445","50.81157302856445","396","396","396","55.06843948364258","55.06843948364258","55.06843948364258","741","741","741","68.22350311279297","68.22350311279297","68.22350311279297","741","741","741","56.14626693725586","56.14626693725586","56.14626693725586"
"3960","404","404","404","95.1891098022461","95.1891098022461","95.1891098022461","399","399","399","52.23493194580078","52.23493194580078","52.23493194580078","399","399","399","52.73788070678711","52.73788070678711","52.73788070678711","399","399","399","54.929622650146484","54.929622650146484","54.929622650146484","399","399","399","52.418949127197266","52.418949127197266","52.418949127197266","744","744","744","67.87117767333984","67.87117767333984","67.87117767333984","744","744","744","57.40806579589844","57.40806579589844","57.40806579589844"
"3977","405","405","405","95.14043426513672","95.14043426513672","95.14043426513672","400","400","400","51.17070007324219","51.17070007324219","51.17070007324219","400","400","400","51.87126541137695","51.87126541137695","51.87126541137695","400","400","400","52.532875061035156","52.532875061035156","52.532875061035156","400","400","400","56.46402359008789","56.46402359008789","56.46402359008789","745","745","745","63.841793060302734","63.841793060302734","63.841793060302734","745","745","745","56.41816711425781","56.41816711425781","56.41816711425781"
"3994","406","406","406","92.3873291015625","92.3873291015625","92.3873291015625","401","401","401","48.359153747558594","48.359153747558594","48.359153747558594","401","401","401","52.36097717285156","52.36097717285156","52.36097717285156","401","401","401","52.08070755004883","52.08070755004883","52.08070755004883","401","401","401","55.310428619384766","55.310428619384766","55.310428619384766","746","746","746","67.00643157958984","67.00643157958984","67.00643157958984","746","746","746","54.41958999633789","54.41958999633789","54.41958999633789"
"4011","409","409","409","91.67210388183594","91.67210388183594","91.67210388183594","404","404","404","49.57000732421875","49.57000732421875","49.57000732421875","404","404","404","54.025779724121094","54.025779724121094","54.025779724121094","404","404","404","51.29244613647461","51.29244613647461","51.29244613647461","404","404","404","54.04816436767578","54.04816436767578","54.04816436767578","749","749","749","68.38975524902344","68.38975524902344","68.38975524902344","749","749","749","57.452171325683594","57.452171325683594","57.452171325683594"
"4028","410","410","410","98.8432388305664","98.8432388305664","98.8432388305664","405","405","405","50.85597229003906","50.85597229003906","50.85597229003906","405","405","405","53.36383056640625","53.36383056640625","53.36383056640625","405","405","405","54.79826354980469","54.79826354980469","54.79826354980469","405","405","405","56.70909881591797","56.70909881591797","56.70909881591797","750","750","750","66.46395874023438","66.46395874023438","66.46395874023438","750","750","750","58.08885192871094","58.08885192871094","58.08885192871094"
"4045","411","411","411","101.87739562988281","101.87739562988281","101.87739562988281","406","406","406","49.59628677368164","49.59628677368164","49.59628677368164","406","406","406","54.85195541381836","54.85195541381836","54.85195541381836","406","406","406","55.78131866455078","55.78131866455078","55.78131866455078","406","406","406","53.82899856567383","53.82899856567383","53.82899856567383","751","751","751","67.28794860839844","67.28794860839844","67.28794860839844","751","751","751","59.311676025390625","59.311676025390625","59.311676025390625"
"4062","414","414","414","92.88462829589844","92.88462829589844","92.88462829589844","409","409","409","47.610530853271484","47.610530853271484","47.610530853271484","409","409","409","54.86686325073242","54.86686325073242","54.86686325073242","409","409","409","55.442657470703125","55.442657470703125","55.442657470703125","409","409","409","55.26811218261719","55.26811218261719","55.26811218261719","754","754","754","70.02874755859375","70.02874755859375","70.02874755859375","754","754","754","59.889442443847656","59.889442443847656","59.889442443847656"
"4079","415","415","415","92.72235870361328","92.72235870361328","92.72235870361328","410","410","410","48.808780670166016","48.808780670166016","48.808780670166016","410","410","410","55.795413970947266","55.795413970947266","55.795413970947266","410","410","410","52.65083694458008","52.65083694458008","52.65083694458008","410","410","410","55.81435775756836","55.81435775756836","55.81435775756836","755","755","755","70.3611068725586","70.3611068725586","70.3611068725586","755","755","755","57.859867095947266","57.859867095947266","57.859867095947266"
"4096","416","416","416","95.0250015258789","95.0250015258789","95.0250015258789","411","411","411","50.119441986083984","50.119441986083984","50.119441986083984","411","411","411","50.746490478515625","50.746490478515625","50.746490478515625","411","411","411","54.811363220214844","54.811363220214844","54.811363220214844","411","411","411","60.452598571777344","60.452598571777344","60.452598571777344","756","756","756","67.75690460205078","67.75690460205078","67.75690460205078","756","756","756","54.22275924682617","54.22275924682617","54.22275924682617"
"4113","419","419","419","96.71424865722656","96.71424865722656","96.71424865722656","414","414","414","51.945858001708984","51.945858001708984","51.945858001708984","414","414","414","51.73064041137695","51.73064041137695","51.73064041137695","414","414","414","54.00703430175781","54.00703430175781","54.00703430175781","414","414","414","59.867984771728516","59.867984771728516","59.867984771728516","759","759","759","64.28458404541016","64.28458404541016","64.28458404541016","759","759","759","56.1612548828125","56.1612548828125","56.1612548828125"
"4130","420","420","420","94.28961944580078","94.28961944580078","94.28961944580078","415","415","415","50.09975051879883","50.09975051879883","50.09975051879883","415","415","415","53.01432800292969","53.01432800292969","53.01432800292969","415","415","415","50.39015579223633","50.39015579223633","50.39015579223633","415","415","415","58.106380462646484","58.106380462646484","58.106380462646484","760","760","760","66.68463134765625","66.68463134765625","66.68463134765625","760","760","760","55.55118942260742","55.55118942260742","55.55118942260742"
"4147","421","421","421","89.2752914428711","89.2752914428711","89.2752914428711","416","416","416","51.811798095703125","51.811798095703125","51.811798095703125","416","416","416","52.982994079589844","52.982994079589844","52.982994079589844","416","416","416","51.7203254699707","51.7203254699707","51.7203254699707","416","416","416","54.924259185791016","54.924259185791016","54.924259185791016","761","761","761","66.82061004638672","66.82061004638672","66.82061004638672","761","761","761","55.193748474121094","55.193748474121094","55.193748474121094"
"4164","424","424","424","87.89303588867188","87.89303588867188","87.89303588867188","419","419","419","52.14357376098633","52.14357376098633","52.14357376098633","419","419","419","53.35785675048828","53.35785675048828","53.35785675048828","419","419","419","50.028663635253906","50.028663635253906","50.028663635253906","419","419","419","56.429908752441406","56.429908752441406","56.429908752441406","764","764","764","66.25949096679688","66.25949096679688","66.25949096679688","764","764","764","57.28416061401367","57.28416061401367","57.28416061401367"
"4181","425","425","425","87.7201919555664","87.7201919555664","87.7201919555664","420","420","420","50.69597625732422","50.69597625732422","50.69597625732422","420","420","420","49.802005767822266","49.802005767822266","49.802005767822266","420","420","420","54.72237777709961","54.72237777709961","54.72237777709961","420","420","420","53.44282150268555","53.44282150268555","53.44282150268555","765","765","765","66.55267333984375","66.55267333984375","66.55267333984375","765","765","765","59.34623336791992","59.34623336791992","59.34623336791992"
"4198","426","426","426","89.75621032714844","89.75621032714844","89.75621032714844","421","421","421","52.899818420410156","52.899818420410156","52.899818420410156","421","421","421","50.95579147338867","50.95579147338867","50.95579147338867","421","421","421","51.79290008544922","51.79290008544922","51.79290008544922","421","421","421","58.76367950439453","58.76367950439453","58.76367950439453","766","766","766","65.3720474243164","65.3720474243164","65.3720474243164","766","766","766","54.0657844543457","54.0657844543457","54.0657844543457"
"4215","429","429","429","90.6288833618164","90.6288833618164","90.6288833618164","424","424","424","50.45165252685547","50.45165252685547","50.45165252685547","424","424","424","51.746612548828125","51.746612548828125","51.746612548828125","424","424","424","56.6301383972168","56.6301383972168","56.6301383972168","424","424","424","57.948978424072266","57.948978424072266","57.948978424072266","769","769","769","65.36894989013672","65.36894989013672","65.36894989013672","769","769","769","57.31342697143555","57.31342697143555","57.31342697143555"
"4232","430","430","430","92.08350372314453","92.08350372314453","92.08350372314453","425","425","425","46.59807586669922","46.59807586669922","46.59807586669922","425","425","425","50.52815628051758","50.52815628051758","50.52815628051758","425","425","425","53.936641693115234","53.936641693115234","53.936641693115234","425","425","425","58.9939079284668","58.9939079284668","58.9939079284668","770","770","770","65.17227172851562","65.17227172851562","65.17227172851562","770","770","770","57.59426498413086","57.59426498413086","57.59426498413086"
"4249","435","435","435","97.65613555908203","97.65613555908203","97.65613555908203","430","430","430","50.045997619628906","50.045997619628906","50.045997619628906","430","430","430","49.117645263671875","49.117645263671875","49.117645263671875","430","430","430","54.569644927978516","54.569644927978516","54.569644927978516","430","430","430","55.44811248779297","55.44811248779297","55.44811248779297","775","775","775","73.10252380371094","73.10252380371094","73.10252380371094","775","775","775","55.407615661621094","55.407615661621094","55.407615661621094"
"4266","436","436","436","86.67268371582031","86.67268371582031","86.67268371582031","431","431","431","51.079010009765625","51.079010009765625","51.079010009765625","431","431","431","53.39775085449219","53.39775085449219","53.39775085449219","431","431","431","53.676177978515625","53.676177978515625","53.676177978515625","431","431","431","53.52940368652344","53.52940368652344","53.52940368652344","776","776","776","67.17864227294922","67.17864227294922","67.17864227294922","776","776","776","54.77924346923828","54.77924346923828","54.77924346923828"
"4283","437","437","437","89.1314697265625","89.1314697265625","89.1314697265625","432","432","432","49.34125900268555","49.34125900268555","49.34125900268555","432","432","432","51.72235107421875","51.72235107421875","51.72235107421875","432","432","432","51.76953125","51.76953125","51.76953125","432","432","432","54.61326217651367","54.61326217651367","54.61326217651367","777","777","777","66.5771484375","66.5771484375","66.5771484375","777","777","777","58.906288146972656","58.906288146972656","58.906288146972656"
"4300","440","440","440","89.29867553710938","89.29867553710938","89.29867553710938","435","435","435","46.94700241088867","46.94700241088867","46.94700241088867","435","435","435","50.57028579711914","50.57028579711914","50.57028579711914","435","435","435","54.45143508911133","54.45143508911133","54.45143508911133","435","435","435","55.18280029296875","55.18280029296875","55.18280029296875","780","780","780","63.40950393676758","63.40950393676758","63.40950393676758","780","780","780","55.113311767578125","55.113311767578125","55.113311767578125"
"4317","441","441","441","91.19412994384766","91.19412994384766","91.19412994384766","436","436","436","53.392696380615234","53.392696380615234","53.392696380615234","436","436","436","48.31602478027344","48.31602478027344","48.31602478027344","436","436","436","51.43006134033203","51.43006134033203","51.43006134033203","436","436","436","54.930877685546875","54.930877685546875","54.930877685546875","781","781","781","68.51900482177734","68.51900482177734","68.51900482177734","781","781","781","58.11800765991211","58.11800765991211","58.11800765991211"
"4334","442","442","442","94.42024993896484","94.42024993896484","94.42024993896484","437","437","437","52.84703063964844","52.84703063964844","52.84703063964844","437","437","437","49.48882293701172","49.48882293701172","49.48882293701172","437","437","437","52.053382873535156","52.053382873535156","52.053382873535156","437","437","437","55.81998825073242","55.81998825073242","55.81998825073242","782","782","782","62.73164749145508","62.73164749145508","62.73164749145508","782","782","782","56.15352249145508","56.15352249145508","56.15352249145508"
"4351","445","445","445","95.85533142089844","95.85533142089844","95.85533142089844","440","440","440","50.41093826293945","50.41093826293945","50.41093826293945","440","440","440","46.25815963745117","46.25815963745117","46.25815963745117","440","440","440","53.45123291015625","53.45123291015625","53.45123291015625","440","440","440","51.97924041748047","51.97924041748047","51.97924041748047","785","785","785","66.3996353149414","66.3996353149414","66.3996353149414","785","785","785","59.97327423095703","59.97327423095703","59.97327423095703"
"4368","446","446","446","87.62535095214844","87.62535095214844","87.62535095214844","441","441","441","50.0023078918457","50.0023078918457","50.0023078918457","441","441","441","50.53852081298828","50.53852081298828","50.53852081298828","441","441","441","52.349884033203125","52.349884033203125","52.349884033203125","441","441","441","55.8160285949707","55.8160285949707","55.8160285949707","786","786","786","66.9223861694336","66.9223861694336","66.9223861694336","786","786","786","56.49859619140625","56.49859619140625","56.49859619140625"
"4385","447","447","447","90.4609375","90.4609375","90.4609375","442","442","442","53.35661697387695","53.35661697387695","53.35661697387695","442","442","442","50.994712829589844","50.994712829589844","50.994712829589844","442","442","442","49.30089569091797","49.30089569091797","49.30089569091797","442","442","442","53.15676498413086","53.15676498413086","53.15676498413086","787","787","787","67.50656127929688","67.50656127929688","67.50656127929688","787","787","787","61.00305938720703","61.00305938720703","61.00305938720703"
"4402","450","450","450","87.21913146972656","87.21913146972656","87.21913146972656","445","445","445","51.8077507019043","51.8077507019043","51.8077507019043","445","445","445","50.8362922668457","50.8362922668457","50.8362922668457","445","445","445","53.02763366699219","53.02763366699219","53.02763366699219","445","445","445","56.061519622802734","56.061519622802734","56.061519622802734","790","790","790","65.5390396118164","65.5390396118164","65.5390396118164","790","790","790","56.836307525634766","56.836307525634766","56.836307525634766"
"4419","451","451","451","93.77203369140625","93.77203369140625","93.77203369140625","446","446","446","51.142852783203125","51.142852783203125","51.142852783203125","446","446","446","49.166648864746094","49.166648864746094","49.166648864746094","446","446","446","52.96535110473633","52.96535110473633","52.96535110473633","446","446","446","51.94422912597656","51.94422912597656","51.94422912597656","791","791","791","63.442291259765625","63.442291259765625","63.442291259765625","791","791","791","53.50038146972656","53.50038146972656","53.50038146972656"
